date,open,high,low,close,Regime_WF
2020-07-27 00:00:00+00:00,9931.54,11394.86,9917.21,11029.96,8
2020-07-28 00:00:00+00:00,11029.96,11242.23,10565.0,10906.27,8
2020-07-29 00:00:00+00:00,10906.27,11342.82,10812.0,11100.53,8
2020-07-30 00:00:00+00:00,11100.52,11170.0,10831.0,11099.61,5
2020-07-31 00:00:00+00:00,11099.79,11444.0,10960.0,11335.46,5
2020-08-01 00:00:00+00:00,11335.46,11861.0,11220.0,11801.17,5
2020-08-02 00:00:00+00:00,11801.17,12123.46,10518.5,11071.35,5
2020-08-03 00:00:00+00:00,11071.36,11473.0,10936.0,11219.81,5
2020-08-04 00:00:00+00:00,11219.68,11414.98,11000.0,11191.97,5
2020-08-05 00:00:00+00:00,11191.99,11780.93,11093.0,11744.91,5
2020-08-06 00:00:00+00:00,11744.91,11900.0,11562.5,11762.46,5
2020-08-07 00:00:00+00:00,11762.47,11909.94,11322.0,11594.23,5
2020-08-08 00:00:00+00:00,11594.36,11808.27,11512.0,11761.41,5
2020-08-09 00:00:00+00:00,11761.02,11797.11,11521.97,11681.68,5
2020-08-10 00:00:00+00:00,11681.69,12067.35,11450.0,11892.92,5
2020-08-11 00:00:00+00:00,11892.9,11935.0,11125.0,11392.08,5
2020-08-12 00:00:00+00:00,11392.09,11617.52,11150.0,11564.33,5
2020-08-13 00:00:00+00:00,11564.34,11792.96,11270.36,11780.0,5
2020-08-14 00:00:00+00:00,11779.77,11850.0,11634.03,11760.54,8
2020-08-15 00:00:00+00:00,11760.55,11980.0,11680.0,11852.4,8
2020-08-16 00:00:00+00:00,11852.4,11931.72,11686.0,11911.0,8
2020-08-17 00:00:00+00:00,11910.99,12468.0,11769.78,12281.13,8
2020-08-18 00:00:00+00:00,12281.15,12387.77,11817.93,11945.01,8
2020-08-19 00:00:00+00:00,11945.1,12020.08,11561.0,11754.59,7
2020-08-20 00:00:00+00:00,11754.38,11888.0,11668.0,11853.55,7
2020-08-21 00:00:00+00:00,11853.54,11878.0,11485.81,11531.34,7
2020-08-22 00:00:00+00:00,11531.23,11686.0,11376.81,11662.96,7
2020-08-23 00:00:00+00:00,11663.51,11718.07,11514.13,11648.13,7
2020-08-24 00:00:00+00:00,11648.12,11824.9,11585.09,11748.2,7
2020-08-25 00:00:00+00:00,11748.19,11767.85,11117.64,11318.42,7
2020-08-26 00:00:00+00:00,11318.42,11539.32,11244.0,11461.43,7
